#string_protein_id	preferred_name	protein_size	annotation
7227.FBpp0088773	GatC	148	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial; Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln).
7227.FBpp0088777	CG33170	98	Uncharacterized protein, isoform A.
7227.FBpp0088791	Pura	1904	Puratrophin-1-like, isoform A; Puratrophin-1-like (Pura) encodes a RhoGEF involved in leg morphogenesis, neuron morphogenesis, and locomotor rhythm regulation.
7227.FBpp0088794	CG33298	1517	Magnesium ion binding; ATP binding; ATPase-coupled intramembrane lipid transporter activity. It is involved in the biological process described with: phospholipid translocation; Golgi organization; intracellular protein transport; response to endoplasmic reticulum stress; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily.
7227.FBpp0088796	rho-5	1429	Inactive rhomboid protein 1; Rhomboid protease-like protein which has no protease activity but regulates the secretion of several ligands of the epidermal growth factor receptor. Indirectly activates the epidermal growth factor receptor signaling pathway and may thereby regulate sleep, cell survival, proliferation and migration.
7227.FBpp0088798	CG33459	284	Peptidase S1 domain-containing protein; Serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis; Belongs to the peptidase S1 family.
7227.FBpp0088809	CG3566	117	Uncharacterized protein, isoform B; Heme binding; electron transfer activity; Belongs to the cytochrome b5 family.
7227.FBpp0088810	csul	610	Protein arginine N-methyltransferase 5; Arginine methyltransferase that can both catalyze the formation of omega-N monomethylarginine (MMA) and symmetrical dimethylarginine (sDMA) (By similarity). Specifically mediates the symmetrical dimethylation of arginine residues in the small nuclear ribonucleoproteins SmD1 and SmD3. Required for arginine symmetrical dimethylation of piwi family proteins, piwi, aub and AGO3, during germline development. Required during oogenesis for pole cell formation in the pathway controlled by oskar (osk) and for abdominal segments during early embryogenesis. [...] 
7227.FBpp0088814	Nmda1	324	N-methyl-D-aspartate receptor-associated protein, isoform C; Belongs to the BI1 family.
7227.FBpp0088818	Bet3	178	Trafficking protein particle complex subunit; Blocked early in transport 3 (Bet3) encodes a protein involved in dsRNA transport; Belongs to the TRAPP small subunits family. BET3 subfamily.
7227.FBpp0088833	mRpS11	200	Mitochondrial ribosomal protein S11; mRNA 5'-UTR binding; structural constituent of ribosome; small ribosomal subunit rRNA binding. It is involved in the biological process described with: ribosomal small subunit assembly; translation; mitochondrial translation; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA).
7227.FBpp0088836	CREG	211	Cellular Repressor of E1A-stimulated Genes (CREG) encodes an essential protein located in lysosomes and related subcellular compartments.
7227.FBpp0088845	CG5789	1402	FI20190p1; ATPase activity; ATPase-coupled transmembrane transporter activity; ATP binding. It is involved in the biological process described with: transmembrane transport.
7227.FBpp0088852	salm	1365	Homeotic protein spalt-major; Spalt major (salm) encodes a zinc finger transcriptional repressor. It mediates most dpp functions during development of the central part of the wing through regulation of the products of kni and ara. The product of salm is required for cell specification during the development of the nervous system, muscle, eye or trachea.
7227.FBpp0088855	CG6695	961	SD06668p.
7227.FBpp0088856	glo	586	Glorund, isoform A; Glorund (glo) encodes a hnRNP F/H family RNA-binding protein that binds directly to nos mRNA and regulates its translation during late stages of oogenesis. The functions of the product of glo include nurse cell nuclear chromatin organization, axis patterning as well as being required for viability to adulthood.
7227.FBpp0088864	Zip99C	355	Zinc/iron regulated transporter-related protein 99C (Zip99C) encodes an iron transporter located on the Golgi and endoplasmic reticulum that moves iron from the cytoplasm into the secretory compartments; Belongs to the ZIP transporter (TC 2.A.5) family. KE4/Catsup subfamily.
7227.FBpp0088866	CG7824	352	Uncharacterized protein, isoform A.
7227.FBpp0088870	Rab32	686	Rab32, isoform B; Rab32 (Rab32) encodes a small GTPase that contributes to vesicle trafficking regulation. It is involved in eye development, autophagy and lipid storage.
7227.FBpp0088876	CG8852	663	FI03228p.
7227.FBpp0088881	scf	329	Supercoiling factor (scf) encodes two polypeptides: DCB45 and its N-teminally truncated form Scf. Scf is a nuclear protein that introduces negative supercoils into DNA in conjunction with topoisomerase II. DCB45 is an endoplasmic reticulum-resident protein.
7227.FBpp0088883	CG9272	388	Endonuclease III homolog; Bifunctional DNA N-glycosylase with associated apurinic/apyrimidinic (AP) lyase function that catalyzes the first step in base excision repair (BER), the primary repair pathway for the repair of oxidative DNA damage. The DNA N-glycosylase activity releases the damaged DNA base from DNA by cleaving the N-glycosidic bond, leaving an AP site. The AP lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination. Primarily recognizes and repairs oxidative base damage of pyrimidines; Belongs to the Nth/MutY family.
7227.FBpp0088886	vari	636	Varicose, isoform B; Varicose (vari) encodes a protein involved in tracheal system development and septate junction assembly; Belongs to the MAGUK family.
7227.FBpp0088895	CG9932	2171	Uncharacterized protein, isoform A; DNA-binding transcription repressor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding. It is involved in the biological process described with: negative regulation of transcription by RNA polymerase II; regulation of gene expression.
7227.FBpp0088904	Tm1	711	Tropomyosin-1, isoforms 9A/A/B; Tropomyosin, in association with the troponin complex, plays a central role in the calcium dependent regulation of muscle contraction; Belongs to the tropomyosin family.
7227.FBpp0088910	Gat	636	GABA transporter (Gat) encodes a protein belonging to the SLC family that is expressed primarily in astrocytes, where it is thought to be required for uptake of GABA and other small molecules. It likely plays an important role in setting the excitatory/inhibitory balance of the CNS; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.
7227.FBpp0088911	Cenp-C	1411	Centromeric protein-C (Cenp-C) encodes an essential centromere protein. It binds to the product of cid and provides a binding site for the Mis12 kinetochore protein complex, which is recruited to the centromere at the start of mitotic and meiotic M phases. It also binds the product of cal1, which is crucial for propagation of the epigenetic mark that specifies centromere identity during progression through the cell division cycle.
7227.FBpp0088920	bsh	429	Brain-specific homeobox protein; DNA binding protein that function as transcriptional activator (By similarity). May play a role in the determination and function of cell types in the brain; Belongs to the distal-less homeobox family.
7227.FBpp0088927	CG13970	205	Uncharacterized protein.
7227.FBpp0088945	AP-2alpha	952	AP-2 complex subunit alpha; Adaptins are components of the adapter complexes which link clathrin to receptors in coated vesicles. Clathrin-associated protein complexes are believed to interact with the cytoplasmic tails of membrane proteins, leading to their selection and concentration. AP- 2alpha is a subunit of the plasma membrane adapter.
7227.FBpp0088946	tra2	264	Transformer-2 sex-determining protein; Required for female sex determination in somatic cells and for spermatogenesis in male germ cells. Positive regulator of female- specific splicing and/or polyadenylation of doublesex (dsx) pre-mRNA. Splicing requires an enhancer complex, dsxRE (dsx repeat element: which contains six copies of a 13-nucleotide repeat and a purine-rich enhancer (PRE)). DsxRE is formed through cooperative interactions between tra, tra2 and the sr proteins, and these interactions require both the repeat sequences and PRE. PRE is required for specific binding of tra2 to [...] 
7227.FBpp0088955	CG5504	520	Protein tumorous imaginal discs, mitochondrial; May act as a tumor suppressor in larval imaginal disks.
7227.FBpp0088975	Dup99B	54	Ductus ejaculatorius peptide 99B; Induces post-mating responses; increased oviposition and reduced receptivity.
7227.FBpp0088988	Gdh	562	Glutamate dehydrogenase, mitochondrial; Glutamate dehydrogenase (Gdh) encodes a glutamate dehydrogenase involved glutamate metabolism.
7227.FBpp0088995	CG32318	164	RT07324p; ATP-dependent microtubule motor activity, plus-end-directed; microtubule motor activity; ATP binding; microtubule binding. It is involved in the biological process described with: microtubule-based movement; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family.
7227.FBpp0088997	AstC-R1	483	Allatostatin C receptor 1 (AstC-R1) encodes G-protein coupled receptor for the neuropeptide encoded by AstC.
7227.FBpp0088999	CG13064	87	Uncharacterized protein.
7227.FBpp0089000	CG33493	102	GEO02656p1; It is involved in the biological process described with: defense response to Gram-positive bacterium; defense response to Gram-negative bacterium; antibacterial humoral response; response to hyperoxia.
7227.FBpp0089001	NijA	245	Ninjurin A (NijA) encodes a transmembrane protein of the conserved Ninjurin family. It is upregulated in response to injury and infection, suggesting a role in immune or stress responses. When overexpressed the product of NijA causes cell death.
